,Unnamed: 0,total_string
354,354,play Vanlose Stairway by Janove Ottesen
355,355,Play me the last 1980 record by Brenda Kahn
356,356,Play music from the top-5 from artist Kenia Arias
357,357,Lets hear some 2009 music
358,358,Play some bass music.
359,359,Play Furusato on Google Music.
360,360,Play Party Anthems
361,361,use Iheart radio to play eighties music from Hugh Masekela.
362,362,Play a symphony from Bob Hardy please
363,363,Play some eighties music.
364,364,Play a 1964 track from Shahram Nazeri on Pandora.
365,365,Sort to the last song on playlist from 1983 a chant by Mark Oliver Everett
366,366,Play a new symphony by Perfecto De Castro on Lastfm
367,367,Play some music from the thirties.
368,368,Play some Matthew Sweet music from around 1996 on Spotify
369,369,open lastfm  play top hits of Simon Webbe
370,370,play 1981 music on Last Fm
371,371,Play a track from 1959.
372,372,Play chant music by Big Dee Irwin.
373,373,"Play me Gil Parris's A Cup Of Coffee, A Sandwich And You"
374,374,Play Pura Vida.
375,375,Play a top fifty ballad by Linda Strawberry on Google Music
376,376,use Spotify to play greatest songs from Kailash Kher
377,377,Play the newest melody by Cisco Adler on pandora
378,378,Use service Vimeo to play music from the artist Mick track Now We Are 5
379,379,Open Youtube and play Renaldo Lapuz record from the eighties
380,380,play some good amber gristak on Lastfm
381,381,play some synthpop
382,382,Play music from my relentless playlist
383,383,Plpay my Disco Fever playlist.
384,384,play valerij kipelov on Vimeo
385,385,Can you play The Change Is Made on Netflix
386,386,Play some Robbie Merrill.
387,387,Play me a song from the twenties by Randy Bachman
388,388,I need to hear some r&b music off of iheart
389,389,Play some dance music.
390,390,Play new music from Liang Wern Fook
391,391,listen to Pmd symphony
392,392,play By The Sleepy Lagoon by Greg Kurstin
393,393,I want to listen to some Saori Atsumi from the twenties on Deezer
394,394,Play some gangsta music
395,395,Play The Eternal by Juju Mob on Vimeo.
396,396,Play me a Mario Vazquez movement
397,397,Play music on Lastfm
398,398,Play Eve
399,399,Play music from 2011.
400,400,Play some Psychedelic Rock.
401,401,play Top 100 Indie Tracks on Spotify on Lastfm
402,402,play an eighties track 
403,403,Can you play me some eighties music by Adele
404,404,Play Oliver Cheatham's symphony from the thirties.
405,405,Play chant music by Ira Losco on Iheart.
406,406,Play me the most popular Lillian Hardin song on Itunes
407,407,Play the red room sessions from chris cunningham
408,408,Can i use Lastfm to listen to Twilight Time by Dj Khalil?
409,409,I want to listen to Roger Daltrey from the sixties on slacker
410,410,Play music from Tommy Ridgley.
411,411,play All Of Your Toys by Chris Ledoux
412,412,Play music by Fidel Nadal sorted by newest.
413,413,Play Shaina Magdayao's music on Iheart
414,414,I need to hear a thirties soundtrack
415,415,Play Dave Wyndorf album
416,416,Play me a song by Linn Berggren from Spotify
417,417,Play me something by Funtwo
418,418,Play some The Lady Is A Tramp from Timour Moutsouraev
419,419,play pandora tracks by Akhtar Sadmani
420,420,Please play some music from 1996
421,421,Use the service Lastfm to play music by the artist ai kago
422,422,Can you play a song by Ken
423,423,Play music using Last Fm
424,424,play some Kyle Ward from the seventies
425,425,Play Bald by Kaskade.
426,426,Play me some music on Deezer
427,427,Play my Futuros Hits playlist on Spotify.
428,428,Play Strength of Street Knowledge on Groove Shark
429,429,Use Pandora to play Korean OSTs
430,430,Play some Gospel music.
431,431,Play satire
432,432,Play the top 20 ep from the fifties by John Bundrick.
433,433,Play Alfredo Zitarrosa on spotify.
434,434,Play me some Terror music
435,435,Play music from 2010 by Jason Donovan
436,436,Play me something on Last Fm
437,437,Play Giovanni Battista Guadagnini's 1982 tracks.
438,438,Play some Rumba Africana.
439,439,Play Greg Raposo songs from the thirties
440,440,Play a top-five song by Pete Candoli.
441,441,Play Iheart
442,442,Play the symphony by Tetsuya Ogawa from 1953
443,443,Can you play me some Pop-folk music
444,444,Play that new song from 1970
445,445,Play some space music on Google Music
446,446,Play a song by Juanes on Last Fm
447,447,Play Salmonella Dub Dvd by mario rubalcaba on Vimeo 
448,448,Play some music from 1958 on Deezer.
449,449,I want to hear some of David Gilmour's music from 1973
450,450,Play music from the playlist Late Night Jazz
451,451,Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify
452,452,Play the music from the playlist Get Lit
453,453,play Bra Vibrationer by Dean
454,454,Play music from the playlist Get Your Mind Right
455,455,Play Talking To The Universe on Itunes
456,456,I want to hear the album Insult To Injury by Narayana Tirtha.
457,457,play latest Shaggy music
458,458,Play Slacker radio.
459,459,Will you play a ballad from Mahalaxmi Iyer
460,460,use Spotify to play Nina Persson from 1962
461,461,I want toi hear some Pop Punk Perfection off of Deezer
462,462,Start up my Independent Music Monday playlist.
463,463,Play That Would Be Something by Eden Ahbez
464,464,Please play Every Woman In Me
465,465,Play some Ven A Mi
466,466,Please play some fourties music on Spotify
467,467,Play Dj Cameo on itunes.
468,468,play some gotye
469,469,play This Is Colour by Panda Bear
470,470,Play songs by Cheryl Wheeler
471,471,Play the most popular song from Chae Yeon off of Spotify
472,472,Please play me something by New Wave Of American Heavy Metal
473,473,Play Deezer
474,474,Play me the best Charles Neidich song
475,475,I want to hear the sound track to Mary Macgregor new songs on Iheart
476,476,Play music on the playlist Electronic Gaming
477,477,I want to hear some Bill Black chant music
478,478,Play some thirties music on Netflix.
479,479,play some eighties by Amirbai Karnataki
480,480,Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai
481,481,Play the Ricky Wilson album Spectral Dusk
482,482,Play Red Barchetta by Blind Lemon Jefferson.
483,483,Play the track R U Professional by Roberto Carlos Braga
484,484,play drive playlist
485,485,Play Regulate...g Funk Era by artist Iouri Bachmet on groove shark
486,486,play music from Itunes for Ric Grech
487,487,Play some music on Lastfm.
488,488,Play The Fool On The Hill by Khwaja Ghulam Farid
489,489,Play the best songs of 2016
490,490,Play something by Chris Knight
491,491,Wish to hear a concerto by Diplo from 1952
492,492,play songs from Youtube
493,493,"Play an album from the fourties, new first."
494,494,"Play Chantal Kreviazuk, Sister Ray"
495,495,"play Isaac Hayes on Pandora from love, sweat and beer ep"
496,496,play Only Hope by Graham Bonnet
497,497,Play some Avantgarde music on Netflix.
498,498,Play gothic music
499,499,I want to hear Song For Adam
500,500,Play the playlist Feel Good Dinner.
501,501,Play the top track by Claudja Barry on Last Fm
502,502,Play some Iris Dement's theme based 2015 music on lastfm 
503,503,Play the latest ballad by September
504,504,Play fifties music
505,505,play songs by Sarah Harding
506,506,Play Maggot Brain by Albano Carrisi
507,507,Play a Jack Lawrence concerto
508,508,I want to hear the top Tim Madison
509,509,Play the 1991 soundtrack from Ian Mcdonald
510,510,Play the best songs by Jes Brieden
511,511,Play me a song by Kevin Cadogan
512,512,"Play something from my Songs For You, Not Your Parents playlist"
513,513,Play Making Out by Alexander Rosenbaum off Google Music.
514,514,Play Rocket Queen on Itunes
515,515,Please play a song by Everlast
516,516,Play me some chant from the last half of the sixties
517,517,Play music by Paul Mccartney
518,518,Play some Krzysztof Penderecki on Last Fm
519,519,Play easy listening
520,520,play Robert Stoddard from 1988
521,521,Play Gloria on last fm
522,522,play some movement by Dj Spinna
523,523,"play Lily, Rosemary And The Jack Of Hearts by Chris Goss"
524,524,play Zvooq latest track by Peter Appleyard
525,525,Play Brenda Kahn's Rushall Station.
526,526,play the top five songs by Isaac Hayes
527,527,Play some music from the thirties.
528,528,Play 2011 music 
529,529,I want to hear Sebastian's songs from the thirties on Youtube
530,530,Play top 20 from frank farian
531,531,Play some music using slacker
532,532,Play some psychadelic music.
533,533,Play some Geir Jenssen.
534,534,Start playing my Disney playlist.
535,535,I want to hear a Gucci Mane song from Last Fm from 2002
536,536,Play me a 2003 song by Charles Neidich
537,537,I want to hear some songs from the twenties
538,538,I'd like to hear chant songs from nineties
539,539,Can you play the newest record from 1966 by Tony Lee
540,540,Please play Kabhi Jo Baadal Barse by Ruth Lorenzo
541,541,Play a record from 2015
542,542,Use the service Zvooq to play top-10 by artist Coolio
543,543,Play thirties symphony music from Nigga on Iheart
544,544,play a sound track by Tom Thacker
545,545,Play some Laurie Anderson.
546,546,"Open Last Fm and play the top song from Daniel Lee Chee Hun
"
547,547,play some twenties music on Iheart
548,548,Play popular eighties record
549,549,Play the track Grow Old With Me by artist Chloe Rose Lattanzi
550,550,on Deezer play fourties tunes by Jona Bechtolt and a ballad
551,551,play Kings Of The Wild Frontier by Andrea Bocelli
552,552,Play an album from 1987.
553,553,Play music from 1960
554,554,Play a movement from the nineties
555,555,Play Bob Hilliard top-twenty music
556,556,Play a seventies soundtrack by steve walsh on Groove Shark
557,557,Use Deezer service to play Opera 
558,558,play Zvooq
559,559,I want to hear Techno-industrial music.
560,560,play the top song by Amon Amarth on Groove Shark
561,561,Play Julie Driscoll
562,562,play something from the twenties
563,563,Play The View From The Afternoon by Malese Jow on Last Fm
564,564,play songs by Sammy Fain
565,565,Play music from the year 1964
566,566,Play the heinz strobl ep from 2016 on Groove Shark
567,567,Play me Leonid Soybelman on Vimeo.
568,568,Play a song from my workout playlist on Groove Shark
569,569,play some Alte Kameraden music
570,570,Play the music Hands Up
571,571,Play some twenties theme music on Google Music.
572,572,Play a fifties album on Itunes.
573,573,Play genre opera
574,574,Play shadowplay by Dana on Deezer.
575,575,Play music on Deezer by Imogen Heap
576,576,Find a top fifty zahir howaida concerto from the seventies
577,577,Play the newest twenties melody.
578,578,I want to hear Box Of Rain by Skeets Mcdonald
579,579,Please play Casino Boogie
580,580,I want to hear a full album on youtube by Jem Godfrey
581,581,Play an Asha Bhosle song from around 1964
582,582,Play music from the twenties.
583,583,Play something by Louisiana Blues
584,584,Play new Ian Mclagan
585,585,Play music on Itunes
586,586,I want to hear Ding Dong Bell on groove shark
587,587,Play fifties music on Slacker.
588,588,Play Before I Grew Up To Love You by Wafah Dufour
589,589,Play a Jim Mullen ep from the sixties
590,590,Play some good music from 2012.
591,591,Play the greatest soundtrack by Nhat Son on Last Fm.
592,592,Play the top hits of 2016
593,593,"Play Fight On, State."
594,594,Use Pandora to play music from Maki Onaga from the album made in the nineties
595,595,Play the top five Cemil Bey songs
596,596,Play opera music on google music
597,597,play music by Francis Healy
598,598,play a track from the thirties
599,599,Play music on Spotify.
600,600,play newest soundtrack from 2008
601,601,play Itunes  songs by Gerard Way
602,602,Play Cherry Pink by Trapp Mendoza on Iheart
603,603,Play Rei Momo newest album
604,604,I want to hear a track by Ryohei Yamamoto on Vimeo
605,605,Start up my nostalgic playlist. 
606,606,play some papoose from 2003 on youtube
607,607,Use Deezer to play music by Kimberley Walsh
608,608,Play Punk Rock music
609,609,Play something by Louis Nelson Delisle.
610,610,play 1962 music on Netflix
611,611,Play a song by David Silveria from 2002 on Zvooq.
612,612,play the 2014 album from la lupe
613,613,Play Revival music.
614,614,I want to hear opera on Netflix
615,615,play the song Si No Te Hubiera Conocido by Haidar Salim
616,616,Start up my Pachangueo Total playlist. 
617,617,Open the playlist from Sergei Chatschatrjan
618,618,open Itunes and play Kenny Cox most popular concerto
619,619,play the Gary Chaw album
620,620,Play me some grunge music
621,621,Play Chris Goss on Netflix
622,622,Play The Garden Of Allah  from Wade Mainer
623,623,Play Alles Heeft Ritme by Liu Tianhua.
624,624,Play the best Vanessa Peters songs
625,625,Play That Stubborn Kinda Fellow by Michael Amott
626,626,play a 1983 concerto by Ayaka on Itunes
627,627,I want to hear Dido from 1966 on Youtube
628,628,Play Andy Williams Sings Rodgers And Hammerstein by elica todorova
